"appearDate","applyCnt","coIndustry","coIndustryDesc","custName","custNo","description","descSnippet","mrtDist","jobAddress","jobAddrNo","jobAddrNoDesc","jobName","jobNameSnippet","jobNo","jobRo","jobType","lat","lon","link","major","mrt","mrtDesc","optionEdu","period","remoteWorkType","s10","salaryHigh","salaryLow","tags","s9","s5","d3","hrBehaviorPR","jobCat","labels","isSave","isApplied","applyDate","userApplyCount","isActivelyHiring","interactionRecord","corpImageRight","header","contact","environmentPic","condition","welfare","jobDetail","switch","custLogo","postalCode","closeDate","industry","reportUrl","industryNo","employees","chinaCorp"
"20250714","1","1001001004","多媒體傳播相關業","杰德創意影音管理股份有限公司","27686150000","【負責品牌】
全球LGBTQ+娛樂領導平台 GagaOOLala https://www.gagaoolala.com/en/home

【工作內容】
●數據分析與報告：
1.管理影音串流OTT平台數據資料，透過資料分析和監測，確保平台營運維持良","【負責品牌】
全球LGBTQ+娛樂領導平台 GagaOOLala https://www.gagaoolala.com/en/home

【工作內容】
●[[[數據分析]]]與報告：
1.管理影音串流OTT平台數據資料，透過資料分析和監測，確保平台營運維持良","0.49","敦化南路2段164號8樓","6001001005","台北市大安區","數據分析師","[[[數據分析]]]師","14540514","1","2","25.0243474","121.5483395","{'job': 'https://www.104.com.tw/job/8nnj6', 'cust': 'https://www.104.com.tw/company/cpvma28', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8nnj6?channel=104rpt'}","[]","99001001007","捷運六張犁站","[4, 5, 6]","4","0","50","60000","48000","{'wf29': {'desc': '', 'param': 'wf29'}, 'wf8': {'desc': '', 'param': 'wf8'}, 'wf1': {'desc': '', 'param': 'wf1'}, 'wf26': {'desc': '', 'param': 'wf26'}, 'wf9': {'desc': '', 'param': 'wf9'}, 'wf31': {'desc': '', 'param': 'wf31'}, 'wf7': {'desc': '', 'param': 'wf7'}, 'wf2': {'desc': '', 'param': 'wf2'}, 'landmark': {'desc': '距捷運六張犁站約490公尺'}}","[1]","0","","0.9271887811879348","[2007001018, 2004001010, 2004001018]","['foreigners@foreigners_tick', 'c@wf29', 'c@wf8', 'c@wf1', 'c@wf26', 'foreigners@full_fc_em_jbs', 'c@wf9', 'c@wf31', 'c@wf7', 'c@wf2']","","","","","True","{'lastProcessedResumeAtTime': 1752733726, 'nowTimestamp': 1752740788}","{'corpImageRight': {'imageUrl': '', 'link': ''}}","{'corpImageTop': {'imageUrl': 'https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/custintroduce/image2.jpg?v=20250210125623', 'link': ''}, 'jobName': '數據分析師', 'appearDate': '2025/07/14', 'custName': '杰德創意影音管理股份有限公司', 'custUrl': 'https://www.104.com.tw/company/cpvma28', 'analysisType': 1, 'analysisUrl': '//www.104.com.tw/jobs/apply/analysis/8nnj6', 'isSaved': False, 'isFollowed': False, 'isApplied': False, 'applyDate': '', 'userApplyCount': 0, 'isActivelyHiring': True}","{'hrName': 'HR', 'email': '', 'visit': '', 'phone': [], 'other': '', 'reply': '合適者將於5個工作天內主動聯繫，不合適者將不另行通知'}","{'environmentPic': [{'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/env/s_890328564410923970.jpg?v=20250210125623', 'link': 'https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/env/l_890328564410923970.jpg?v=20250210125623', 'description': ''}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/env/s_892440736017839534.jpg?v=20250210125623', 'link': 'https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/env/l_892440736017839534.jpg?v=20250210125623', 'description': ''}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/env/s_892440736017839535.jpg?v=20250210125623', 'link': 'https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/env/l_892440736017839535.jpg?v=20250210125623', 'description': ''}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/env/s_964488071930349005.jpg?v=20250210125623', 'link': 'https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/env/l_964488071930349005.jpg?v=20250210125623', 'description': ''}], 'corpImageBottom': {'imageUrl': 'https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/custintroduce/image1.jpg?v=20250210125623', 'link': 'https://www.porticomediacenter.com/about-us/zh'}}","{'acceptRole': {'role': [{'code': 32, 'description': '外籍人士'}], 'disRole': {'needHandicapCompendium': False, 'disability': []}}, 'workExp': '3年以上', 'edu': '大學以上', 'major': [], 'language': [{'code': 1, 'language': '英文', 'ability': {'listening': '中等', 'speaking': '中等', 'reading': '中等', 'writing': '中等'}}], 'localLanguage': [], 'specialty': [{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008016', 'description': 'Word'}, {'code': '12001011002', 'description': 'Google Analytics'}], 'skill': [{'code': '11005004010', 'description': '數據分析'}, {'code': '11005004002', 'description': '市場調查資料分析與報告撰寫'}, {'code': '11005004009', 'description': '市場趨勢分析'}, {'code': '11005004006', 'description': '網站流量成效追蹤'}], 'certificate': [], 'driverLicense': [], 'other': '- 2年以上數據分析相關工作經驗\n- 具獨立作業能力\n- 具團隊合作經驗\n- 具有行銷自動化(MA)平台和實作經驗，尤佳\n- 具有數位廣告平台和廣告活動分析經驗，尤佳\n- 具有會員制、訂閱制服務或影視內容產業經驗，尤佳\n- 具有英語說、寫能力，尤佳'}","{'tag': ['年終獎金', '三節獎金/禮品', '零食櫃', '咖啡吧', '結婚禮金', '員工進修補助', '部門聚餐', '慶生會', '下午茶', '電影觀賞'], 'welfare': '★獎金：\n1.三節獎金\n2.年終績效獎金\n3.鼓勵員工之各項獎勵制度\n★各項補助：\n1.生日蛋糕\n2.喪葬慰問金\n3.教育訓練補助\n4.員工健康檢查\n★各項活動：\n1.春酒/聖誕派對、抽獎\n2.公司/員工聚餐/杰德電影夜等軟性活動\n3.研磨咖啡機、微波爐、電鍋和烤箱等設備，隨時補充的各國零食區、鮮奶、茶飲\n★彈性上下班及午休時間\n★輕鬆歡樂的工作環境、休憩呼吸空間\n\n~正職同仁享有以上福利制度', 'legalTag': ['週休二日', '家庭照顧假', '勞保', '健保', '陪產假', '產假', '特別休假', '女性生理假', '勞退提撥金', '產檢假', '防疫照顧假', '員工體檢', '職災保險']}","{'jobDescription': '【負責品牌】\n全球LGBTQ+娛樂領導平台 GagaOOLala https://www.gagaoolala.com/en/home\n\n【工作內容】\n●數據分析與報告：\n1.管理影音串流OTT平台數據資料，透過資料分析和監測，確保平台營運維持良好狀態。\n2.定期更新例行數據報表，從中提出具洞察力的分析，發現異常能即時查找原因並進行分析，提出建議措施與可執行之方案，並積極反應給相關單位進行處理。\n\n●提出洞察與建議：\n1.能夠將數據分析結果轉化為具體行動建議，理解需求後提出具策略性的建議以提升業務效能。\n2.進行資料整合分析，促進會員增長、用戶黏著度提升，並提升MA/MarTech、廣告、會員、UX等業務效益。\n\n●數據專案管理：\n1.擔任與工程師及資料科學家溝通窗口，確保數據的準確性及應用需求，並在數據分析中提供解決方案，推動業務目標的達成。\n\n\n【職務條件】\n-精通 GA4 及其他第三方追蹤工具。\n-具備基本SQL及資料庫概念，能進行除錯與調整。\n-精通 Excel（如樞紐分析、VLOOKUP、各類函數）。\n-具備網站和APP邏輯架構基礎認知，曾擔任PM或CSM者尤佳。\n-使用過BI工具並具備視覺化數據呈現能力。\n-具備商業化思維，能將數據分析結果應用於行銷優化與業務成效提升。\n\n\n', 'jobCategory': [{'code': '2007001018', 'description': '數據分析師／資料分析師'}, {'code': '2004001010', 'description': '市場調查／市場分析'}, {'code': '2004001018', 'description': '數位行銷'}], 'salary': '月薪48,000~60,000元', 'salaryMin': 48000, 'salaryMax': 60000, 'salaryType': 50, 'jobType': 1, 'workType': [], 'addressNo': '6001001005', 'addressRegion': '台北市大安區', 'addressArea': '台北市', 'addressDetail': '敦化南路2段164號8樓', 'industryArea': '', 'longitude': '121.5483395', 'latitude': '25.0243474', 'manageResp': '不需負擔管理責任', 'businessTrip': '無需出差外派', 'workPeriod': '日班', 'vacationPolicy': '週休二日', 'startWorkingDay': '不限', 'hireType': 0, 'delegatedRecruit': '', 'needEmp': '1人', 'landmark': '距捷運六張犁站約490公尺', 'remoteWork': None}","on","https://static.104.com.tw/b_profile/cust_picture/0000/27686150000/logo.png?v=20250210125623","106","","多媒體傳播相關業","https://www.104.com.tw/feedback?category=2&custName=%E6%9D%B0%E5%BE%B7%E5%89%B5%E6%84%8F%E5%BD%B1%E9%9F%B3%E7%AE%A1%E7%90%86%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&jobName=%E6%95%B8%E6%93%9A%E5%88%86%E6%9E%90%E5%B8%AB","1001001004","暫不提供","False"
"20250714","6","1001001002","電腦軟體服務業","不晚科技有限公司","130000000221412","1.熟練數據分析工具，能進行數據清理、分析和建模，分析市場營銷活動的效果，提供報告和改進建議。
2.從多個渠道收集客戶數據，確保數據品質，製作可視化報表，清晰呈現數據洞察。
3.定期分析遊戲或平台的關鍵績效指標，並找出影響營收的主要因素
4.利用","1.熟練[[[數據分析]]]工具，能進行數據清理、分析和建模，分析市場營銷活動的效果，提供報告和改進建議。
2.從多個渠道收集客戶數據，確保數據品質，製作可視化報表，清晰呈現數據洞察。
3.定期分析遊戲或平台的關鍵績效指標，並找出影響營收的主要因素
4.利用","0.0","瑞光路","6001001010","台北市內湖區","數據分析","[[[數據分析]]]","14325959","1","0","25.0760766","121.5754364","{'job': 'https://www.104.com.tw/job/8j1zb', 'cust': 'https://www.104.com.tw/company/1a2x6bmq5g', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8j1zb?channel=104rpt'}","[]","","","[3, 4]","2","0","10","0","0","{'wf2': {'desc': '', 'param': 'wf2'}, 'wf7': {'desc': '', 'param': 'wf7'}, 'wf31': {'desc': '', 'param': 'wf31'}, 'wf10': {'desc': '', 'param': 'wf10'}, 'wf29': {'desc': '', 'param': 'wf29'}, 'wf8': {'desc': '', 'param': 'wf8'}, 'wf13': {'desc': '', 'param': 'wf13'}, 'wf9': {'desc': '', 'param': 'wf9'}, 'wf1': {'desc': '', 'param': 'wf1'}, 'wf26': {'desc': '', 'param': 'wf26'}}","[1]","0","","0.7906548710611343","[2007001018, 2016001007, 2004001010]","['c@wf2', 'c@wf7', 'c@wf31', 'c@wf10', 'c@wf29', 'c@wf8', 'c@wf13', 'c@wf9', 'c@wf1', 'c@wf26']","","","","","True","{'lastProcessedResumeAtTime': 1752479560, 'nowTimestamp': 1752740789}","{'corpImageRight': {'imageUrl': '', 'link': ''}}","{'corpImageTop': {'imageUrl': '', 'link': ''}, 'jobName': '數據分析', 'appearDate': '2025/07/14', 'custName': '不晚科技有限公司', 'custUrl': 'https://www.104.com.tw/company/1a2x6bmq5g', 'analysisType': 2, 'analysisUrl': '//www.104.com.tw/jobs/apply/analysis/8j1zb', 'isSaved': False, 'isFollowed': False, 'isApplied': False, 'applyDate': '', 'userApplyCount': 0, 'isActivelyHiring': True}","{'hrName': 'HR', 'email': '', 'visit': '', 'phone': [], 'other': '', 'reply': '本職務設定3個工作天回覆'}","{'environmentPic': [], 'corpImageBottom': {'imageUrl': '', 'link': ''}}","{'acceptRole': {'role': [], 'disRole': {'needHandicapCompendium': False, 'disability': []}}, 'workExp': '1年以上', 'edu': '專科、大學', 'major': [], 'language': [], 'localLanguage': [], 'specialty': [{'code': '12001003045', 'description': 'Python'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001004039', 'description': 'PostgreSQL'}], 'skill': [{'code': '11005004010', 'description': '數據分析'}], 'certificate': [], 'driverLicense': [], 'other': ''}","{'tag': ['年終獎金', '三節獎金/禮品', '不扣薪病假', '結婚禮金', '員工進修補助', '員工團體保險', '可遠端/在家上班'], 'welfare': '◆ 保障年薪13個月\n◆ 入職至少享有10天特休，5天全薪病假\n◆ 讓你通勤不疾不徐：彈性上下班時間 ，上班自由彈性，才能創造更多可能性！\n◆ 信任專業、支持彈性遠端工作每月4次（Work-From-Home）。\n\n健康與照顧\n◆ 愛護你的小心肝：健康檢查費用補助\n◆ 有保有庇佑：高投保額團保\n\n◆ 快樂的泉源：零食飲料咖啡供應中\n◆ 踏上米其林摘星之路：部門聚餐津貼\n◆ 不用上台彩衣娛親：尾牙可以好好吃飯\n◆ 值得和你一起慶祝：三節禮金、生日禮金、結婚禮金、生育禮金\n\n成長與績效\n◆ 望你成龍成鳳：員工內、外訓課程補助\n◆ 績效評鑑與獎金制度', 'legalTag': []}","{'jobDescription': '1.熟練數據分析工具，能進行數據清理、分析和建模，分析市場營銷活動的效果，提供報告和改進建議。\n2.從多個渠道收集客戶數據，確保數據品質，製作可視化報表，清晰呈現數據洞察。\n3.定期分析遊戲或平台的關鍵績效指標，並找出影響營收的主要因素\n4.利用統計假設檢定，檢測產品風險，並預防發生風險\n5.主管臨時交辦任務。\n\n必備條件:\n1.學歷:統計、數學、理工、資訊相關學系畢業，且已取得學士(含)以上學位(畢業)證書。\n2.程式語言：熟悉Python，或至少完成Python自學線上課程\n3.資料庫管理及查詢：有資料庫使用經驗，如MSSQL,MySQL,PostgreSQL，或至少自學完成相關線上課程\n4.具備開放學習態度和跨團隊的合作精神', 'jobCategory': [{'code': '2007001018', 'description': '數據分析師／資料分析師'}, {'code': '2016001007', 'description': '統計學研究員'}, {'code': '2004001010', 'description': '市場調查／市場分析'}], 'salary': '待遇面議', 'salaryMin': 0, 'salaryMax': 0, 'salaryType': 10, 'jobType': 1, 'workType': [], 'addressNo': '6001001010', 'addressRegion': '台北市內湖區', 'addressArea': '台北市', 'addressDetail': '瑞光路', 'industryArea': '', 'longitude': '121.5754364', 'latitude': '25.0760766', 'manageResp': '不需負擔管理責任', 'businessTrip': '無需出差外派', 'workPeriod': '日班', 'vacationPolicy': '週休二日', 'startWorkingDay': '一個月內', 'hireType': 0, 'delegatedRecruit': '', 'needEmp': '1人', 'landmark': '', 'remoteWork': None}","on","https://static.104.com.tw/b_profile/cust_picture/1412/130000000221412/logo.png?v=20240701155307","114","","電腦軟體服務業","https://www.104.com.tw/feedback?category=2&custName=%E4%B8%8D%E6%99%9A%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&jobName=%E6%95%B8%E6%93%9A%E5%88%86%E6%9E%90","1001001002","20人","False"
"20250715","5","1009004001","停車場業","台灣國際開發事業有限公司","80738683000","1. 串接各式資料來源，進行資料清洗、分析相關商業命題研究。
2. 深入了解業務需求，並將數據分析應用於實際問題，說明分析結果，提出基於數據的解決
    方案及後續成效評估。
3. 資料視覺化與 BI tool 的戰情室儀錶板開發，與業務/營運","1. 串接各式資料來源，進行資料清洗、分析相關商業命題研究。
2. 深入了解業務需求，並將[[[數據分析]]]應用於實際問題，說明分析結果，提出基於數據的解決
    方案及後續成效評估。
3. 資料視覺化與 BI tool 的戰情室儀錶板開發，與業務/營運","0.16","文心路二段598號3樓","6001008007","台中市西屯區","數據分析師","[[[數據分析]]]師","13103368","1","0","24.1605522","120.64848","{'job': 'https://www.104.com.tw/job/7sumg', 'cust': 'https://www.104.com.tw/company/1139q6ig', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/7sumg?channel=104rpt'}","[]","99003001009","捷運市政府站","[1, 2, 3, 4, 5, 6]","0","0","50","9999999","40000","{'wf26': {'desc': '', 'param': 'wf26'}, 'wf16': {'desc': '', 'param': 'wf16'}, 'wf29': {'desc': '', 'param': 'wf29'}, 'landmark': {'desc': '距捷運市政府站約160公尺'}}","[1]","0","","0.7171226604150853","[2007001004, 2016001007, 2007001007]","['c@wf26', 'senior@senior_job_G', 'c@wf16', 'foreigners@foreigners_tick', 'college@student_invited', 'c@wf29']","","","","","True","{'lastProcessedResumeAtTime': 1752733941, 'nowTimestamp': 1752740789}","{'corpImageRight': {'imageUrl': '', 'link': ''}}","{'corpImageTop': {'imageUrl': '', 'link': ''}, 'jobName': '數據分析師', 'appearDate': '2025/07/15', 'custName': '台灣國際開發事業有限公司', 'custUrl': 'https://www.104.com.tw/company/1139q6ig', 'analysisType': 1, 'analysisUrl': '//www.104.com.tw/jobs/apply/analysis/7sumg', 'isSaved': False, 'isFollowed': False, 'isApplied': False, 'applyDate': '', 'userApplyCount': 0, 'isActivelyHiring': True}","{'hrName': '劉先生', 'email': '', 'visit': '', 'phone': [], 'other': '', 'reply': ''}","{'environmentPic': [{'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/s_965576701456596785.jpg?v=20250605001028', 'link': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/l_965576701456596785.jpg?v=20250605001028', 'description': '迎賓廊道'}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/s_893506157073658334.jpg?v=20250605001028', 'link': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/l_893506157073658334.jpg?v=20250605001028', 'description': '會議室'}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/s_965180511421480698.jpg?v=20250605001028', 'link': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/l_965180511421480698.jpg?v=20250605001028', 'description': '視覺意象迎賓廊道'}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/s_965180511421480699.jpg?v=20250605001028', 'link': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/l_965180511421480699.jpg?v=20250605001028', 'description': '多元會議空間'}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/s_965180511421480700.jpg?v=20250605001028', 'link': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/l_965180511421480700.jpg?v=20250605001028', 'description': '迎賓休憩環境'}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/s_893122914374649269.jpg?v=20250605001028', 'link': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/l_893122914374649269.jpg?v=20250605001028', 'description': 'VIP展演空間'}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/s_893122914374649270.jpg?v=20250605001028', 'link': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/l_893122914374649270.jpg?v=20250605001028', 'description': '交流討論休憩區'}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/s_964488071838566518.jpg?v=20250605001028', 'link': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/l_964488071838566518.jpg?v=20250605001028', 'description': '台南數位營運分公司'}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/s_892440735925980904.jpg?v=20250605001028', 'link': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/l_892440735925980904.jpg?v=20250605001028', 'description': '教育訓練空間'}, {'thumbnailLink': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/s_964488071838566519.jpg?v=20250605001028', 'link': 'https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/env/l_964488071838566519.jpg?v=20250605001028', 'description': '智能互動體驗區'}], 'corpImageBottom': {'imageUrl': '', 'link': ''}}","{'acceptRole': {'role': [{'code': 2, 'description': '應屆畢業生'}, {'code': 16, 'description': '研發替代役'}, {'code': 32, 'description': '外籍人士'}, {'code': 64, 'description': '原住民'}, {'code': 2048, 'description': '二度就業'}, {'code': 32768, 'description': '中壯齡'}, {'code': 4096, 'description': '中高齡'}, {'code': 8192, 'description': '高齡'}, {'code': 16384, 'description': '更生人'}], 'disRole': {'needHandicapCompendium': False, 'disability': []}}, 'workExp': '不拘', 'edu': '不拘', 'major': [], 'language': [], 'localLanguage': [], 'specialty': [{'code': '12001003045', 'description': 'Python'}, {'code': '12001003078', 'description': 'R'}, {'code': '12001004018', 'description': 'ETL'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001004038', 'description': 'PL/SQL'}], 'skill': [], 'certificate': [], 'driverLicense': [], 'other': '應徵者希望具備下列條件:\n1. 對數據觀察、資料分析、資料處理、有熱情，邏輯清晰有條理。\n2. 熟悉 SQL、Python 語言。\n3. 具數據處理、統計與數據分析能力。\n4. 具資料視覺化呈現能力。\n5. 開放的學習心態，針對產業新的情況能具有好奇心，積極掌握、新技術上手快速。\n6. 良好的問題解決能力和分析能力，能夠獨立完成工作。\n7. 優秀的團隊合作精神和溝通能力。\n\n加分條件：\n了解 資料治理、資料倉儲、資料湖泊的架構和概念..等。\n了解 Docker 佈署應用與環境管理。\n了解 grafana, tableau, powerBI 等視覺化工具之應用。\n了解 SQL server, PostgreSQL, redis, influxDB, mongoDB  \n了解 RestfulAPI 開發與雲端相關技術。\n了解 AWS、Azure、GCP 等雲端數據處理。\n了解 GIS 、交通運輸或智慧停車領域相關數據分析經驗。\n'}","{'tag': ['員工宿舍', '零食櫃', '咖啡吧', '部門聚餐', '慶生會', '下午茶'], 'welfare': '在台灣國際開發事業，我們導入了許多創新的員工培訓和職涯發展計畫\n台灣國際開發事業致力以智慧生活服務的應用，創造更多回饋社會、地方創生、提升城市發展的價值。目前更跨足多元的服務平台，與更多合作夥伴建立穩固的生態系統，達到共好共榮的實績。\n\n台灣國際開發事業的願景：「成為台灣智慧生活移動服務的提供者，科技導入與價值提升的設計者！」\n期待您的參與，跟我們一起為生活服務的應用貢獻更多的加值創新。\n', 'legalTag': ['勞保', '健保', '陪產假', '產假', '特別休假', '育嬰留停', '女性生理假', '勞退提撥金', '職災保險']}","{'jobDescription': '1. 串接各式資料來源，進行資料清洗、分析相關商業命題研究。\n2. 深入了解業務需求，並將數據分析應用於實際問題，說明分析結果，提出基於數據的解決\n    方案及後續成效評估。\n3. 資料視覺化與 BI tool 的戰情室儀錶板開發，與業務/營運單位/資料科學家/資料工程師，\n    討論並提供資料看板解決方案。\n4. 能運用統計、機器學習、人工智慧等相關概念，進行研究分析報告。\n面試請攜帶 :\n1. 曾經參與的專案原始碼 link (ex: github, gitlab, bitbucket)\n2. 其他與資料科學相關的筆記網站或作品集 (ex: Blog, Medium)', 'jobCategory': [{'code': '2007001004', 'description': '軟體工程師'}, {'code': '2016001007', 'description': '統計學研究員'}, {'code': '2007001007', 'description': '系統分析師'}], 'salary': '月薪40,000元以上', 'salaryMin': 40000, 'salaryMax': 9999999, 'salaryType': 50, 'jobType': 1, 'workType': [], 'addressNo': '6001008007', 'addressRegion': '台中市西屯區', 'addressArea': '台中市', 'addressDetail': '文心路二段598號3樓', 'industryArea': '', 'longitude': '120.64848', 'latitude': '24.1605522', 'manageResp': '不需負擔管理責任', 'businessTrip': '無需出差外派', 'workPeriod': '日班', 'vacationPolicy': '週休二日', 'startWorkingDay': '不限', 'hireType': 0, 'delegatedRecruit': '', 'needEmp': '1人', 'landmark': '距捷運市政府站約160公尺', 'remoteWork': None}","on","https://static.104.com.tw/b_profile/cust_picture/3000/80738683000/logo.jpg?v=20250605001028","407","","停車場業","https://www.104.com.tw/feedback?category=2&custName=%E5%8F%B0%E7%81%A3%E5%9C%8B%E9%9A%9B%E9%96%8B%E7%99%BC%E4%BA%8B%E6%A5%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&jobName=%E6%95%B8%E6%93%9A%E5%88%86%E6%9E%90%E5%B8%AB","1009004001","100人","False"
